UserID,Date ,TimeOnPark,Parks 
169454,23/12/2020,5.1,3
169454,24/12/2020,3.5,3
169454,25/12/2020,1.4,1
169454,26/12/2020,6.7,2
169454,27/12/2020,3,1
169454,28/12/2020,1.9,1
169454,29/12/2020,2,4
169454,30/12/2020,5.2,1
169454,31/12/2020,1.4,3
169454,01/01/2021,1.8,4
169454,02/01/2021,4.2,1
169454,03/01/2021,5.3,1
169454,04/01/2021,5.9,3
169454,06/01/2021,8.4,1
169454,07/01/2021,3.9,2
169454,08/01/2021,5.5,2
169454,09/01/2021,7.1,1
169454,11/01/2021,4.2,1
169454,12/01/2021,6.1,2
169454,13/01/2021,4.3,1
169454,14/01/2021,7.6,3
169454,16/01/2021,8.6,2
169454,17/01/2021,6.1,1
169454,18/01/2021,8.4,1
169607,28/11/2020,1,1
169607,29/11/2020,4.2,1
169607,30/11/2020,1.8,2
169607,01/12/2020,2.6,1
169607,02/12/2020,2.4,3
169607,03/12/2020,5.1,2
169607,04/12/2020,2.8,2
169607,05/12/2020,5.4,4
169607,06/12/2020,1.3,3
169607,07/12/2020,1.3,3
169607,08/12/2020,3,3
169607,09/12/2020,2.3,4
169607,10/12/2020,1.5,4
169607,12/12/2020,1.3,1
169607,13/12/2020,1.1,2
169607,14/12/2020,1.6,4
169607,15/12/2020,5.3,3
169607,16/12/2020,3.3,1
169607,17/12/2020,4,3
169607,18/12/2020,4.8,2
169607,19/12/2020,4.1,1
169607,20/12/2020,6.1,3
169607,22/12/2020,5.7,2
169607,23/12/2020,6,3
169607,24/12/2020,6,2
169607,25/12/2020,2.5,2
169607,26/12/2020,4.7,1
169607,27/12/2020,3.1,3
169607,28/12/2020,6.5,2
169607,29/12/2020,3.2,2
169607,30/12/2020,1.6,3
169607,31/12/2020,2.9,4
169607,01/01/2021,5.5,3
169607,02/01/2021,1.9,4
169607,03/01/2021,2.6,2
169607,04/01/2021,2.5,3
169607,05/01/2021,13.0,5
169607,06/01/2021,15.0,5
169607,07/01/2021,11.0,5
169607,08/01/2021,11.0,4
169607,09/01/2021,12.0,4
169607,10/01/2021,11.0,5
169607,12/01/2021,10.0,6
169607,13/01/2021,11.0,4
169607,14/01/2021,14.0,4
169607,15/01/2021,15.0,5
169607,16/01/2021,11.0,5
169607,17/01/2021,13.0,5
169607,18/01/2021,11.0,5
169862,27/11/2020,5.9,4
169862,28/11/2020,2.9,3
169862,29/11/2020,4.1,1
169862,30/11/2020,5.5,1
169862,03/12/2020,3.3,1
169862,04/12/2020,4,4
169862,05/12/2020,4,1
169862,06/12/2020,4.5,3
169862,07/12/2020,3.8,2
169862,08/12/2020,3.9,2
169862,09/12/2020,4,1
169862,10/12/2020,6.5,3
169862,11/12/2020,5.7,3
169862,12/12/2020,5.4,3
169862,13/12/2020,6.9,4
169862,14/12/2020,1.6,2
169862,15/12/2020,6.4,3
169862,16/12/2020,1.3,3
169862,17/12/2020,5.1,1
169862,18/12/2020,6.2,1
169862,19/12/2020,6.5,1
169862,20/12/2020,6.7,4
169862,21/12/2020,1.4,1
169862,22/12/2020,1.2,2
169862,23/12/2020,1.5,2
169862,24/12/2020,3.7,2
169862,25/12/2020,1.4,1
169862,26/12/2020,5.4,2
169862,27/12/2020,2.6,3
169862,28/12/2020,4,1
169862,29/12/2020,6.3,2
169862,30/12/2020,2.3,2
169862,31/12/2020,5.9,1
169862,01/01/2021,4.6,3
169862,02/01/2021,3.3,2
169862,03/01/2021,1.3,1
169862,04/01/2021,5.4,2
169862,05/01/2021,6.5,1
169862,06/01/2021,6.8,3
169862,07/01/2021,6.3,2
169862,08/01/2021,5.9,2
169862,09/01/2021,6.5,1
169862,10/01/2021,9.2,3
169862,11/01/2021,7.9,3
169862,12/01/2021,7.9,3
169862,13/01/2021,9.8,4
169862,14/01/2021,3.8,2
169862,15/01/2021,9.1,3
169862,16/01/2021,4,3
169862,17/01/2021,7.6,1
169862,18/01/2021,8.9,1
176905,27/11/2020,3.5,1
176905,28/11/2020,5.1,4
176905,29/11/2020,4.5,3
176905,30/11/2020,4.8,2
176905,02/12/2020,3.6,3
176905,03/12/2020,5,3
176905,04/12/2020,5.5,2
176905,05/12/2020,2.7,2
176905,06/12/2020,1.5,3
176905,07/12/2020,6.7,4
176905,08/12/2020,6.7,1
176905,09/12/2020,1.9,1
176905,10/12/2020,4.9,1
176905,11/12/2020,1,1
176905,12/12/2020,2.7,1
176905,13/12/2020,2.7,2
176905,14/12/2020,1.9,3
176905,15/12/2020,4.2,1
176905,16/12/2020,1.3,1
176905,17/12/2020,4.6,2
176905,18/12/2020,2.4,3
176905,19/12/2020,2.8,3
176905,20/12/2020,2.4,4
176905,21/12/2020,6.3,1
176905,22/12/2020,5.6,3
176905,23/12/2020,4.4,3
176905,24/12/2020,2.9,3
176905,25/12/2020,2.6,2
176905,26/12/2020,2.3,3
176905,27/12/2020,3.6,3
176905,28/12/2020,2.7,3
176905,29/12/2020,4.3,1
176905,30/12/2020,2.3,1
176905,31/12/2020,3.4,3
176905,01/01/2021,5.7,3
176905,02/01/2021,5.9,1
176905,03/01/2021,1.7,3
176905,04/01/2021,2.4,2
176905,05/01/2021,14.0,4
176905,06/01/2021,15.0,4
176905,07/01/2021,15.0,5
176905,08/01/2021,13.0,4
176905,09/01/2021,11.0,6
176905,10/01/2021,12.0,5
176905,11/01/2021,14.0,4
176905,12/01/2021,12.0,6
176905,13/01/2021,10.0,6
176905,14/01/2021,14.0,6
176905,15/01/2021,13.0,5
176905,16/01/2021,14.0,6
176905,17/01/2021,14.0,6
176905,18/01/2021,11.0,5
179377,27/11/2020,6.2,3
179377,28/11/2020,3.9,3
179377,29/11/2020,2.8,1
179377,30/11/2020,4.7,3
179377,01/12/2020,5.4,1
179377,02/12/2020,3.3,4
179377,03/12/2020,4.1,3
179377,04/12/2020,2.7,1
179377,05/12/2020,2.7,3
179377,06/12/2020,2.1,3
179377,08/12/2020,5.5,2
179377,09/12/2020,4.8,3
179377,10/12/2020,6.1,1
179377,11/12/2020,2.6,2
179377,12/12/2020,1.1,2
179377,13/12/2020,6.3,1
179377,14/12/2020,1.6,2
179377,15/12/2020,4.9,2
179377,16/12/2020,5.3,1
179377,17/12/2020,4.4,1
179377,18/12/2020,5.4,4
179377,19/12/2020,4.5,1
179377,20/12/2020,5.8,3
179377,21/12/2020,4,2
179377,22/12/2020,5.3,1
179377,23/12/2020,5.5,1
179377,24/12/2020,3.3,2
179377,25/12/2020,3.8,3
179377,26/12/2020,3.1,1
179377,27/12/2020,3.5,3
179377,28/12/2020,3.8,3
179377,29/12/2020,4.6,3
179377,30/12/2020,5.4,4
179377,31/12/2020,2.7,2
179377,02/01/2021,3.7,3
179377,03/01/2021,5,2
179377,04/01/2021,1.9,1
179377,05/01/2021,4.7,3
179377,06/01/2021,4.7,3
179377,08/01/2021,7.8,2
179377,09/01/2021,6.8,3
179377,10/01/2021,8.1,1
179377,11/01/2021,4.6,2
179377,12/01/2021,3.8,2
179377,13/01/2021,9,1
179377,14/01/2021,4.3,2
179377,15/01/2021,7.2,2
179377,16/01/2021,7.8,1
179377,17/01/2021,6.7,1
179377,18/01/2021,8.1,4
180486,27/11/2020,5.4,4
180486,28/11/2020,5.5,3
180486,29/11/2020,6.9,1
180486,30/11/2020,2.6,3
180486,01/12/2020,2.9,3
180486,02/12/2020,5.8,2
180486,03/12/2020,4.1,2
180486,04/12/2020,1.5,2
180486,05/12/2020,5.1,1
180486,06/12/2020,4.8,2
180486,07/12/2020,6,2
180486,08/12/2020,6.6,2
180486,09/12/2020,5.3,1
180486,10/12/2020,3.3,1
180486,11/12/2020,4.9,3
180486,12/12/2020,4.2,2
180486,13/12/2020,3.9,2
180486,14/12/2020,4.3,2
180486,15/12/2020,2.6,2
180486,16/12/2020,4.6,1
180486,17/12/2020,1.6,2
180486,19/12/2020,6.5,2
180486,20/12/2020,4,3
180486,21/12/2020,5.6,1
180486,22/12/2020,1.1,1
180486,23/12/2020,1.5,1
180486,24/12/2020,6.1,1
180486,25/12/2020,4.3,2
180486,27/12/2020,2.8,1
180486,28/12/2020,5.2,3
180486,29/12/2020,1.5,4
180486,30/12/2020,3.8,4
180486,31/12/2020,2.1,3
180486,01/01/2021,5.9,4
180486,02/01/2021,4.4,1
180486,03/01/2021,3.4,4
180486,04/01/2021,4.5,2
180486,05/01/2021,13.0,6
180486,06/01/2021,13.0,4
180486,07/01/2021,10.0,6
180486,08/01/2021,14.0,5
180486,09/01/2021,10.0,6
180486,10/01/2021,10.0,4
180486,11/01/2021,14.0,5
180486,12/01/2021,10.0,4
180486,13/01/2021,13.0,4
180486,14/01/2021,15.0,5
180486,15/01/2021,12.0,4
180486,16/01/2021,12.0,5
180486,17/01/2021,11.0,6
180683,27/11/2020,4.5,2
180683,28/11/2020,2.3,1
180683,29/11/2020,3.3,2
180683,30/11/2020,5.9,2
180683,02/12/2020,5.5,3
180683,03/12/2020,4.5,1
180683,04/12/2020,1.8,3
180683,05/12/2020,4.1,3
180683,06/12/2020,4.5,1
180683,08/12/2020,5.6,3
180683,09/12/2020,4.1,1
180683,10/12/2020,4.6,1
180683,11/12/2020,2.5,2
180683,12/12/2020,4.4,1
180683,13/12/2020,2.9,2
180683,15/12/2020,5.2,2
180683,16/12/2020,2.4,1
180683,17/12/2020,2.6,3
180683,18/12/2020,5.9,3
180683,19/12/2020,6.5,1
180683,20/12/2020,4.7,3
180683,21/12/2020,3,3
180683,22/12/2020,5.5,3
180683,23/12/2020,1.7,3
180683,25/12/2020,6.9,3
180683,26/12/2020,6.2,3
180683,28/12/2020,1.5,1
180683,29/12/2020,4.7,2
180683,30/12/2020,1,2
180683,31/12/2020,5.5,2
180683,01/01/2021,5.9,3
180683,02/01/2021,2.2,3
180683,04/01/2021,3.2,1
180683,05/01/2021,11.0,5
180683,06/01/2021,13.0,6
180683,08/01/2021,13.0,5
180683,09/01/2021,12.0,6
180683,10/01/2021,13.0,4
180683,11/01/2021,15.0,4
180683,12/01/2021,13.0,6
180683,13/01/2021,12.0,6
180683,15/01/2021,15.0,5
180683,16/01/2021,13.0,4
180683,17/01/2021,14.0,5
180683,18/01/2021,13.0,6
180788,27/11/2020,3.3,1
180788,28/11/2020,3.8,2
180788,29/11/2020,1.4,3
180788,30/11/2020,5.1,2
180788,01/12/2020,4,4
180788,02/12/2020,1.8,4
180788,03/12/2020,3.3,2
180788,04/12/2020,1.7,1
180788,05/12/2020,5.3,2
180788,06/12/2020,4.5,3
180788,07/12/2020,2.4,2
180788,08/12/2020,4.8,2
180788,09/12/2020,5.4,1
180788,10/12/2020,4.8,3
180788,11/12/2020,6.5,1
180788,12/12/2020,2.1,1
180788,13/12/2020,2,2
180788,14/12/2020,5.5,2
180788,16/12/2020,3.5,1
180788,17/12/2020,2.4,2
180788,18/12/2020,4.6,1
180788,19/12/2020,3.2,3
180788,20/12/2020,3.8,1
180788,21/12/2020,3.9,3
180788,22/12/2020,3.6,2
180788,23/12/2020,4.8,3
180788,24/12/2020,3.1,3
180788,25/12/2020,4.1,2
180788,26/12/2020,2.1,3
180788,27/12/2020,1.4,1
180788,28/12/2020,4.1,1
180788,29/12/2020,5.9,2
180788,30/12/2020,4.5,1
180788,31/12/2020,3.3,3
180788,01/01/2021,1.6,2
180788,02/01/2021,4.6,2
180788,03/01/2021,1.7,2
180788,04/01/2021,1.5,1
180788,05/01/2021,11.0,5
180788,06/01/2021,10.0,4
180788,07/01/2021,14.0,5
180788,08/01/2021,13.0,4
180788,09/01/2021,11.0,6
180788,10/01/2021,11.0,5
180788,11/01/2021,13.0,4
180788,12/01/2021,15.0,6
180788,13/01/2021,15.0,4
180788,14/01/2021,14.0,6
180788,16/01/2021,12.0,5
180788,17/01/2021,13.0,6
180788,18/01/2021,10.0,6
182964,27/11/2020,4.9,1
182964,28/11/2020,2,4
182964,29/11/2020,3.1,3
182964,30/11/2020,5.2,1
182964,01/12/2020,6.1,2
182964,02/12/2020,5.1,2
182964,03/12/2020,2,3
182964,04/12/2020,3.5,1
182964,05/12/2020,3.9,2
182964,06/12/2020,5.1,3
182964,07/12/2020,5.6,3
182964,08/12/2020,6.9,3
182964,09/12/2020,5,2
182964,10/12/2020,4.5,3
182964,11/12/2020,1.4,1
182964,12/12/2020,1.9,3
182964,13/12/2020,4.3,3
182964,14/12/2020,1.6,2
182964,15/12/2020,5.5,1
182964,16/12/2020,2.9,2
182964,17/12/2020,4.5,2
182964,18/12/2020,1.7,2
182964,19/12/2020,1.1,4
182964,20/12/2020,2.8,1
182964,21/12/2020,5.9,3
182964,22/12/2020,5.2,4
182964,23/12/2020,6.5,4
182964,24/12/2020,6.5,2
182964,25/12/2020,5,1
182964,26/12/2020,4.8,1
182964,27/12/2020,3,4
182964,28/12/2020,1.7,1
182964,29/12/2020,6.7,3
182964,30/12/2020,3.2,3
182964,31/12/2020,4.9,4
182964,01/01/2021,2,2
182964,02/01/2021,1.2,4
182964,03/01/2021,3.7,1
182964,05/01/2021,6.8,2
182964,06/01/2021,7.5,3
182964,07/01/2021,7.6,3
182964,08/01/2021,9.7,3
182964,09/01/2021,7.5,2
182964,10/01/2021,6.7,3
182964,11/01/2021,3.6,1
182964,12/01/2021,4.5,3
182964,13/01/2021,7,3
182964,14/01/2021,4.5,2
182964,15/01/2021,7.5,1
182964,16/01/2021,5.6,2
182964,17/01/2021,7,2
182964,18/01/2021,4.1,2
185751,27/11/2020,5.7,1
185751,28/11/2020,3.5,3
185751,29/11/2020,1.1,4
185751,30/11/2020,2.4,1
185751,01/12/2020,5,1
185751,02/12/2020,2.1,3
185751,03/12/2020,4,4
185751,04/12/2020,4.1,1
185751,05/12/2020,4.8,2
185751,06/12/2020,2.9,3
185751,07/12/2020,3.5,3
185751,08/12/2020,5.9,2
185751,09/12/2020,5.7,4
185751,10/12/2020,2.5,3
185751,11/12/2020,3,1
185751,12/12/2020,2.5,4
185751,13/12/2020,5.2,3
185751,14/12/2020,1.5,2
185751,15/12/2020,5.7,3
185751,16/12/2020,3,2
185751,17/12/2020,1,1
185751,18/12/2020,6.8,4
185751,19/12/2020,1.6,2
185751,20/12/2020,1.6,3
185751,21/12/2020,1.2,3
185751,22/12/2020,4.5,4
185751,23/12/2020,5.6,3
185751,24/12/2020,2.4,2
185751,25/12/2020,3.2,3
185751,26/12/2020,1.3,4
185751,27/12/2020,5.6,2
185751,28/12/2020,5.4,3
185751,29/12/2020,5.5,1
185751,30/12/2020,5.3,2
185751,31/12/2020,5.2,1
185751,01/01/2021,2.7,1
185751,03/01/2021,3.1,3
185751,04/01/2021,2.2,1
185751,05/01/2021,14.0,5
185751,06/01/2021,11.0,4
185751,07/01/2021,14.0,5
185751,08/01/2021,11.0,4
185751,09/01/2021,13.0,5
185751,10/01/2021,12.0,4
185751,11/01/2021,15.0,4
185751,12/01/2021,11.0,5
185751,13/01/2021,10.0,4
185751,14/01/2021,15.0,4
185751,15/01/2021,10.0,5
185751,16/01/2021,13.0,5
185751,17/01/2021,10.0,5
185751,18/01/2021,14.0,4
186118,27/11/2020,4.5,4
186118,28/11/2020,3.2,1
186118,29/11/2020,6.7,1
186118,30/11/2020,4.2,1
186118,01/12/2020,4.6,1
186118,03/12/2020,5.2,1
186118,04/12/2020,5.6,1
186118,05/12/2020,2,3
186118,06/12/2020,6.2,3
186118,07/12/2020,4.9,2
186118,08/12/2020,1.7,1
186118,09/12/2020,3.5,4
186118,11/12/2020,5.6,1
186118,12/12/2020,6.4,1
186118,13/12/2020,2.6,1
186118,14/12/2020,4.4,2
186118,15/12/2020,4.6,3
186118,16/12/2020,1.8,3
186118,17/12/2020,1.4,1
186118,18/12/2020,5.5,2
186118,19/12/2020,6.7,2
186118,20/12/2020,4.7,2
186118,21/12/2020,3.4,1
186118,22/12/2020,3.4,3
186118,23/12/2020,5.1,2
186118,24/12/2020,4.2,1
186118,25/12/2020,3.6,3
186118,26/12/2020,6,1
186118,27/12/2020,2.9,2
186118,28/12/2020,4.4,2
186118,29/12/2020,3.9,2
186118,30/12/2020,2,2
186118,31/12/2020,1.7,2
186118,01/01/2021,3.6,2
186118,02/01/2021,6.2,2
186118,03/01/2021,1,4
186118,04/01/2021,1.3,4
186118,05/01/2021,4.2,3
186118,06/01/2021,9.1,3
186118,07/01/2021,7.1,2
186118,08/01/2021,4.2,1
186118,09/01/2021,6.2,4
186118,11/01/2021,8.4,1
186118,12/01/2021,8.9,1
186118,13/01/2021,5.4,1
186118,14/01/2021,7,2
186118,15/01/2021,7.1,3
186118,16/01/2021,4.1,3
186118,17/01/2021,4.2,1
186118,18/01/2021,7.8,2
186257,27/11/2020,4.6,3
186257,28/11/2020,2.5,2
186257,30/11/2020,1.7,2
186257,01/12/2020,5.1,2
186257,02/12/2020,3,2
186257,04/12/2020,3.4,2
186257,05/12/2020,3.1,3
186257,06/12/2020,4.6,3
186257,07/12/2020,1.5,2
186257,08/12/2020,4.3,4
186257,09/12/2020,6.6,2
186257,10/12/2020,1.4,3
186257,11/12/2020,2.2,1
186257,12/12/2020,3.3,4
186257,13/12/2020,4.9,3
186257,14/12/2020,3.5,2
186257,15/12/2020,1.7,2
186257,16/12/2020,3.3,2
186257,17/12/2020,5.8,2
186257,18/12/2020,5,4
186257,19/12/2020,4.3,1
186257,20/12/2020,5.2,3
186257,21/12/2020,3.7,3
186257,22/12/2020,3.8,2
186257,23/12/2020,4.5,2
186257,25/12/2020,3.2,2
186257,26/12/2020,4.9,2
186257,27/12/2020,6.2,4
186257,28/12/2020,6.9,4
186257,29/12/2020,2.8,2
186257,30/12/2020,3.2,1
186257,31/12/2020,2.5,1
186257,01/01/2021,4.6,2
186257,02/01/2021,4.5,2
186257,03/01/2021,6.3,2
186257,04/01/2021,2.8,1
186257,05/01/2021,14.0,6
186257,06/01/2021,15.0,6
186257,07/01/2021,13.0,4
186257,08/01/2021,14.0,5
186257,09/01/2021,11.0,4
186257,10/01/2021,10.0,6
186257,11/01/2021,13.0,4
186257,12/01/2021,12.0,5
186257,13/01/2021,12.0,4
186257,14/01/2021,11.0,5
186257,15/01/2021,10.0,6
186257,16/01/2021,10.0,4
186257,17/01/2021,13.0,4
186257,18/01/2021,15.0,6
188864,27/11/2020,5.2,3
188864,28/11/2020,3.3,4
188864,29/11/2020,3.8,3
188864,30/11/2020,4.5,3
188864,01/12/2020,3.9,3
188864,02/12/2020,4.6,1
188864,03/12/2020,3,1
188864,04/12/2020,3,4
188864,05/12/2020,2.5,3
188864,06/12/2020,6.4,4
188864,07/12/2020,4.7,1
188864,08/12/2020,4.6,1
188864,09/12/2020,4.5,4
188864,10/12/2020,6.1,4
188864,11/12/2020,1.1,2
188864,13/12/2020,4.3,1
188864,15/12/2020,2.3,4
188864,16/12/2020,1,1
188864,18/12/2020,5.1,3
188864,20/12/2020,1.6,2
188864,21/12/2020,3.9,4
188864,22/12/2020,5.8,3
188864,23/12/2020,3.5,4
188864,24/12/2020,2.2,1
188864,25/12/2020,3.5,3
188864,26/12/2020,2,3
188864,27/12/2020,2.5,3
188864,28/12/2020,1.8,1
188864,30/12/2020,1.6,2
188864,31/12/2020,4.9,1
188864,01/01/2021,6.3,1
188864,02/01/2021,3.5,2
188864,03/01/2021,1.6,3
188864,04/01/2021,3,1
188864,05/01/2021,4.8,3
188864,06/01/2021,9.2,4
188864,07/01/2021,7.5,1
188864,08/01/2021,7.4,1
188864,09/01/2021,7.1,4
188864,10/01/2021,9,4
188864,11/01/2021,4,2
188864,13/01/2021,6.9,1
188864,15/01/2021,4.4,4
188864,16/01/2021,3.7,1
188864,18/01/2021,7.2,3
190324,27/11/2020,2.7,3
190324,28/11/2020,2.6,2
190324,29/11/2020,5.6,1
190324,30/11/2020,4.9,3
190324,01/12/2020,5,3
190324,02/12/2020,6.7,2
190324,03/12/2020,2.1,1
190324,04/12/2020,1.6,3
190324,05/12/2020,3.2,3
190324,06/12/2020,5.4,1
190324,07/12/2020,2.5,2
190324,09/12/2020,3,1
190324,10/12/2020,1,1
190324,11/12/2020,2.5,4
190324,12/12/2020,5.4,2
190324,14/12/2020,4.6,2
190324,15/12/2020,4.5,1
190324,16/12/2020,5,3
190324,17/12/2020,1.5,1
190324,18/12/2020,6.4,3
190324,19/12/2020,2.6,3
190324,20/12/2020,3,3
190324,22/12/2020,2.1,1
190324,23/12/2020,2.7,1
190324,24/12/2020,1.2,2
190324,25/12/2020,4.4,4
190324,26/12/2020,1.2,4
190324,27/12/2020,1.4,1
190324,28/12/2020,5.4,1
190324,29/12/2020,3.3,1
190324,30/12/2020,3.3,3
190324,01/01/2021,3.3,1
190324,02/01/2021,6.5,1
190324,03/01/2021,6.8,4
190324,04/01/2021,1.3,4
190324,05/01/2021,10.0,5
190324,06/01/2021,15.0,4
190324,07/01/2021,14.0,4
190324,09/01/2021,15.0,6
190324,10/01/2021,13.0,4
190324,11/01/2021,10.0,6
190324,12/01/2021,13.0,6
190324,14/01/2021,14.0,4
190324,15/01/2021,11.0,4
190324,16/01/2021,11.0,6
190324,17/01/2021,15.0,4
190324,18/01/2021,11.0,5
190698,27/11/2020,3.3,2
190698,28/11/2020,4.2,2
190698,29/11/2020,4.6,2
190698,30/11/2020,6.9,3
190698,01/12/2020,1.4,2
190698,02/12/2020,5.9,2
190698,03/12/2020,3.3,4
190698,04/12/2020,3.5,4
190698,05/12/2020,5.3,4
190698,06/12/2020,2.4,1
190698,07/12/2020,5.4,3
190698,08/12/2020,3.4,1
190698,09/12/2020,5.8,1
190698,10/12/2020,3.7,2
190698,11/12/2020,5.6,4
190698,12/12/2020,4.8,2
190698,13/12/2020,6.5,2
190698,14/12/2020,2.4,2
190698,16/12/2020,5.8,1
190698,18/12/2020,4.7,2
190698,19/12/2020,3.1,2
190698,20/12/2020,5.1,3
190698,21/12/2020,1.9,3
190698,22/12/2020,2.1,1
190698,23/12/2020,2.7,2
190698,24/12/2020,4.9,3
190698,25/12/2020,2.1,3
190698,26/12/2020,3.2,3
190698,27/12/2020,6.5,1
190698,28/12/2020,1.7,2
190698,29/12/2020,5.1,2
190698,30/12/2020,2.1,3
190698,01/01/2021,4.4,2
190698,02/01/2021,1,3
190698,03/01/2021,1.6,1
190698,04/01/2021,5.8,3
190698,05/01/2021,7.8,4
190698,06/01/2021,4.7,1
190698,07/01/2021,8.2,3
190698,08/01/2021,5.6,1
190698,09/01/2021,8.1,1
190698,10/01/2021,6.5,2
190698,11/01/2021,8.5,4
190698,12/01/2021,7.3,2
190698,13/01/2021,8.8,2
190698,14/01/2021,4.8,2
190698,16/01/2021,7.8,1
190698,18/01/2021,7.6,2
191544,27/11/2020,1.4,3
191544,28/11/2020,1.5,2
191544,29/11/2020,2,2
191544,30/11/2020,6.8,1
191544,01/12/2020,2.7,3
191544,02/12/2020,5.5,2
191544,03/12/2020,4,3
191544,04/12/2020,4.4,2
191544,05/12/2020,3.8,2
191544,06/12/2020,6.1,2
191544,07/12/2020,2.2,1
191544,09/12/2020,6.6,1
191544,10/12/2020,5.8,3
191544,11/12/2020,5.8,2
191544,12/12/2020,3.5,2
191544,13/12/2020,6.5,3
191544,15/12/2020,3.3,1
191544,16/12/2020,3.1,2
191544,17/12/2020,3.8,1
191544,18/12/2020,3,3
191544,19/12/2020,2.2,1
191544,20/12/2020,4.2,2
191544,21/12/2020,1.4,2
191544,22/12/2020,5.2,1
191544,23/12/2020,3,2
191544,24/12/2020,6.5,4
191544,25/12/2020,3,3
191544,26/12/2020,5.1,3
191544,27/12/2020,4.8,2
191544,28/12/2020,2.5,2
191544,29/12/2020,6.5,1
191544,31/12/2020,3.3,2
191544,01/01/2021,1.3,1
191544,02/01/2021,5.7,1
191544,03/01/2021,6.4,4
191544,05/01/2021,13.0,5
191544,06/01/2021,10.0,5
191544,07/01/2021,15.0,5
191544,09/01/2021,15.0,4
191544,10/01/2021,12.0,4
191544,11/01/2021,14.0,6
191544,12/01/2021,12.0,4
191544,13/01/2021,10.0,4
191544,15/01/2021,15.0,6
191544,16/01/2021,14.0,4
191544,17/01/2021,12.0,5
191544,18/01/2021,15.0,6
191673,27/11/2020,3.3,2
191673,28/11/2020,1.1,3
191673,29/11/2020,5.1,1
191673,30/11/2020,3.7,2
191673,01/12/2020,5.8,2
191673,02/12/2020,4.1,2
191673,03/12/2020,6.6,2
191673,04/12/2020,3.1,3
191673,05/12/2020,1.9,4
191673,06/12/2020,3.5,4
191673,07/12/2020,5.9,2
191673,08/12/2020,3.5,2
191673,09/12/2020,3.8,3
191673,10/12/2020,1.3,3
191673,11/12/2020,2.8,2
191673,12/12/2020,1.4,3
191673,13/12/2020,1.1,1
191673,14/12/2020,5.1,2
191673,15/12/2020,5.4,3
191673,16/12/2020,4,2
191673,17/12/2020,2.4,2
191673,18/12/2020,1,2
191673,19/12/2020,2.3,3
191673,20/12/2020,1.6,3
191673,21/12/2020,3.5,1
191673,22/12/2020,2.6,3
191673,23/12/2020,3.2,2
191673,24/12/2020,1.2,1
191673,25/12/2020,5.1,1
191673,26/12/2020,5.4,4
191673,27/12/2020,5.8,4
191673,28/12/2020,5.7,2
191673,29/12/2020,2.4,2
191673,30/12/2020,2.1,3
191673,31/12/2020,3.4,3
191673,01/01/2021,6.9,2
191673,03/01/2021,4.9,2
191673,04/01/2021,6.4,2
191673,05/01/2021,13.0,6
191673,06/01/2021,13.0,4
191673,07/01/2021,14.0,6
191673,08/01/2021,13.0,5
191673,09/01/2021,12.0,5
191673,10/01/2021,10.0,6
191673,11/01/2021,15.0,4
191673,12/01/2021,14.0,4
191673,13/01/2021,15.0,6
191673,14/01/2021,14.0,6
191673,15/01/2021,13.0,4
191673,16/01/2021,14.0,6
191673,17/01/2021,14.0,4
191673,18/01/2021,15.0,6
192846,27/11/2020,3.4,1
192846,28/11/2020,4.2,1
192846,29/11/2020,6,2
192846,30/11/2020,6.2,2
192846,01/12/2020,6,2
192846,02/12/2020,6.8,3
192846,03/12/2020,5.9,1
192846,04/12/2020,4.5,1
192846,05/12/2020,5.4,1
192846,06/12/2020,6.7,3
192846,07/12/2020,5.9,2
192846,08/12/2020,3.7,2
192846,09/12/2020,4.9,1
192846,10/12/2020,2.9,1
192846,11/12/2020,3.4,3
192846,12/12/2020,2.9,3
192846,13/12/2020,1.4,3
192846,14/12/2020,1.1,1
192846,15/12/2020,3.8,4
192846,16/12/2020,4.6,4
192846,17/12/2020,3.4,3
192846,19/12/2020,4.5,3
192846,20/12/2020,6.5,3
192846,21/12/2020,1.2,3
192846,22/12/2020,4.6,2
192846,23/12/2020,5.9,2
192846,24/12/2020,4.5,2
192846,25/12/2020,2.5,2
192846,26/12/2020,2.5,1
192846,27/12/2020,3.3,1
192846,28/12/2020,1,1
192846,29/12/2020,3.5,2
192846,30/12/2020,5.5,1
192846,31/12/2020,5.8,3
192846,02/01/2021,2.4,1
192846,03/01/2021,4,3
192846,04/01/2021,6.8,2
192846,05/01/2021,13.0,6
192846,06/01/2021,10.0,5
192846,07/01/2021,13.0,4
192846,08/01/2021,15.0,5
192846,09/01/2021,13.0,4
192846,10/01/2021,14.0,4
192846,11/01/2021,13.0,6
192846,12/01/2021,13.0,6
192846,13/01/2021,12.0,5
192846,14/01/2021,11.0,4
192846,15/01/2021,14.0,4
192846,16/01/2021,13.0,6
192846,17/01/2021,11.0,6
193306,27/11/2020,4.7,2
193306,28/11/2020,6.7,3
193306,29/11/2020,3.3,3
193306,30/11/2020,5,1
193306,01/12/2020,1,2
193306,02/12/2020,2.4,3
193306,03/12/2020,5.4,1
193306,04/12/2020,3.2,1
193306,05/12/2020,5.8,2
193306,06/12/2020,1.2,2
193306,10/12/2020,4.1,3
193306,11/12/2020,4.9,3
193306,12/12/2020,4,1
193306,13/12/2020,1.8,2
193306,14/12/2020,2.7,3
193306,15/12/2020,1.8,1
193306,16/12/2020,3.8,1
